Date,Time,Menu Item,Category,Quantity,Price (per item),Revenue,Payment Method,Customer Type
22/12/2023,07:08 AM,Panna Cotta,Dessert,3,5.5,16.5,Credit Card,Delivery
18/11/2023,06:03 PM,Tiramisu,Dessert,1,6.5,6.5,Mobile Payment,Delivery
05/11/2023,09:48 AM,Gelato,Dessert,3,4.5,13.5,Cash,Takeaway
26/09/2023,07:37 PM,Panna Cotta,Dessert,3,5.5,16.5,Credit Card,Delivery
15/10/2023,04:56 PM,Caprese Salad,Appetizer,4,8,32,Cash,Dine-In
08/11/2023,07:56 AM,Lasagna,Main Course,8,11.5,92,Credit Card,Dine-In
13/01/2023,03:52 PM,Tiramisu,Dessert,5,6.5,32.5,Mobile Payment,Takeaway
30/07/2023,01:33 AM,Fettuccine Alfredo,Main Course,8,13,104,Mobile Payment,Delivery
18/04/2023,12:23 AM,Bruschetta,Appetizer,2,5,10,Cash,Dine-In
06/06/2023,10:14 AM,Caprese Salad,Appetizer,4,8,32,Cash,Dine-In
28/02/2023,11:24 PM,Fettuccine Alfredo,Main Course,6,13,78,Cash,Delivery
18/10/2023,09:01 PM,Margherita Pizza,Main Course,10,10,100,Credit Card,Takeaway
22/06/2023,10:57 PM,Minestrone Soup,Appetizer,8,7,56,Credit Card,Delivery
10/03/2023,04:26 PM,Spaghetti Carbonara,Main Course,5,12,60,Mobile Payment,Takeaway
24/08/2023,02:07 PM,Margherita Pizza,Main Course,9,10,90,Cash,Delivery
13/12/2023,10:46 AM,Caprese Salad,Appetizer,2,8,16,Credit Card,Dine-In
22/10/2023,11:23 PM,Fettuccine Alfredo,Main Course,2,13,26,Credit Card,Dine-In
23/05/2023,01:03 AM,Fettuccine Alfredo,Main Course,10,13,130,Mobile Payment,Delivery
25/03/2023,07:29 PM,Panna Cotta,Dessert,2,5.5,11,Credit Card,Delivery
2023-02-29,10:31 AM,Fettuccine Alfredo,Main Course,3,13,39,Cash,Takeaway
14/02/2023,04:57 PM,Bruschetta,Appetizer,10,5,50,Cash,Takeaway
20/04/2023,05:55 PM,Lasagna,Main Course,8,11.5,92,Credit Card,Takeaway
20/01/2023,06:53 AM,Tiramisu,Dessert,2,6.5,13,Mobile Payment,Dine-In
04/09/2023,05:04 PM,Spaghetti Carbonara,Main Course,4,12,48,Cash,Takeaway
25/09/2023,10:35 AM,Fettuccine Alfredo,Main Course,5,13,65,Credit Card,Delivery
12/12/2023,04:31 AM,Bruschetta,Appetizer,10,5,50,Cash,Takeaway
24/09/2023,03:57 AM,Margherita Pizza,Main Course,6,10,60,Credit Card,Delivery
31/10/2023,02:58 AM,Fettuccine Alfredo,Main Course,7,13,91,Credit Card,Dine-In
23/09/2023,10:29 PM,Lasagna,Main Course,7,11.5,80.5,Mobile Payment,Takeaway
23/11/2023,07:09 AM,Fettuccine Alfredo,Main Course,9,13,117,Credit Card,Takeaway
21/05/2023,06:10 PM,Fettuccine Alfredo,Main Course,8,13,104,Mobile Payment,Dine-In
19/05/2023,05:05 AM,Spaghetti Carbonara,Main Course,6,12,72,Credit Card,Dine-In
14/11/2023,07:06 PM,Caprese Salad,Appetizer,3,8,24,Credit Card,Delivery
28/06/2023,06:45 PM,Fettuccine Alfredo,Main Course,7,13,91,Credit Card,Delivery
25/05/2023,07:35 PM,Bruschetta,Appetizer,7,5,35,Credit Card,Takeaway
09/11/2023,11:33 AM,Caprese Salad,Appetizer,7,8,56,Credit Card,Dine-In
15/01/2023,04:04 PM,Margherita Pizza,Main Course,6,10,60,Cash,Dine-In
14/02/2023,02:33 PM,Gelato,Dessert,1,4.5,4.5,Mobile Payment,Delivery
30/10/2023,09:29 PM,Minestrone Soup,Appetizer,10,7,70,Cash,Takeaway
19/06/2023,06:45 AM,Caprese Salad,Appetizer,7,8,56,Cash,Delivery
08/03/2023,03:10 AM,Minestrone Soup,Appetizer,9,7,63,Cash,Takeaway
16/12/2023,09:59 PM,Minestrone Soup,Appetizer,7,7,49,Credit Card,Dine-In
14/03/2023,09:03 PM,Lasagna,Main Course,6,11.5,69,Cash,Dine-In
24/12/2023,10:42 PM,Fettuccine Alfredo,Main Course,10,13,130,Cash,Takeaway
16/01/2023,02:13 AM,Minestrone Soup,Appetizer,5,7,35,Cash,Takeaway
24/08/2023,05:49 AM,Lasagna,Main Course,7,11.5,80.5,Mobile Payment,Delivery
06/03/2023,05:20 PM,Tiramisu,Dessert,6,6.5,39,Mobile Payment,Dine-In
15/06/2023,06:58 PM,Tiramisu,Dessert,2,6.5,13,Mobile Payment,Takeaway
24/07/2023,08:09 PM,Gelato,Dessert,4,4.5,18,Mobile Payment,Dine-In
07/10/2023,05:25 AM,Minestrone Soup,Appetizer,3,7,21,Credit Card,Takeaway
16/04/2023,11:41 PM,Panna Cotta,Dessert,4,5.5,22,Cash,Delivery
24/06/2023,06:35 PM,Bruschetta,Appetizer,6,5,30,Mobile Payment,Delivery
09/02/2023,07:35 PM,Minestrone Soup,Appetizer,7,7,49,Mobile Payment,Delivery
25/08/2023,11:06 AM,Caprese Salad,Appetizer,1,8,8,Cash,Dine-In
06/06/2023,01:51 PM,Tiramisu,Dessert,1,6.5,6.5,Credit Card,Delivery
01/11/2023,12:56 PM,Fettuccine Alfredo,Main Course,3,13,39,Mobile Payment,Delivery
01/02/2023,03:05 AM,Bruschetta,Appetizer,7,5,35,Mobile Payment,Delivery
01/01/2023,05:00 AM,Spaghetti Carbonara,Main Course,3,12,36,Mobile Payment,Takeaway
18/07/2023,09:00 PM,Panna Cotta,Dessert,8,5.5,44,Credit Card,Dine-In
14/12/2023,10:48 AM,Lasagna,Main Course,10,11.5,115,Mobile Payment,Takeaway
10/08/2023,11:45 AM,Tiramisu,Dessert,8,6.5,52,Credit Card,Delivery
18/09/2023,01:47 PM,Spaghetti Carbonara,Main Course,4,12,48,Credit Card,Takeaway
08/10/2023,01:48 AM,Margherita Pizza,Main Course,7,10,70,Cash,Dine-In
24/05/2023,01:03 AM,Bruschetta,Appetizer,9,5,45,Mobile Payment,Delivery
20/07/2023,09:20 PM,Fettuccine Alfredo,Main Course,9,13,117,Cash,Takeaway
10/08/2023,06:36 PM,Bruschetta,Appetizer,1,5,5,Cash,Dine-In
06/04/2023,06:57 PM,Gelato,Dessert,5,4.5,22.5,Cash,Dine-In
27/05/2023,10:52 PM,Spaghetti Carbonara,Main Course,4,12,48,Credit Card,Dine-In
27/11/2023,12:32 AM,Spaghetti Carbonara,Main Course,2,12,24,Mobile Payment,Takeaway
10/03/2023,02:53 AM,Spaghetti Carbonara,Main Course,6,12,72,Cash,Delivery
05/11/2023,02:31 PM,Panna Cotta,Dessert,5,5.5,27.5,Cash,Delivery
05/08/2023,06:50 PM,Minestrone Soup,Appetizer,10,7,70,Cash,Dine-In
05/04/2023,02:29 PM,Panna Cotta,Dessert,9,5.5,49.5,Mobile Payment,Takeaway
01/05/2023,05:07 PM,Lasagna,Main Course,5,11.5,57.5,Mobile Payment,Delivery
06/07/2023,01:08 AM,Margherita Pizza,Main Course,8,10,80,Cash,Delivery
07/07/2023,03:51 AM,Panna Cotta,Dessert,6,5.5,33,Mobile Payment,Dine-In
13/03/2023,05:58 PM,Lasagna,Main Course,1,11.5,11.5,Mobile Payment,Dine-In
24/09/2023,08:49 PM,Tiramisu,Dessert,3,6.5,19.5,Cash,Delivery
05/12/2023,10:49 PM,Tiramisu,Dessert,6,6.5,39,Mobile Payment,Takeaway
09/11/2023,01:48 AM,Fettuccine Alfredo,Main Course,5,13,65,Credit Card,Takeaway
20/08/2023,05:29 PM,Minestrone Soup,Appetizer,2,7,14,Mobile Payment,Takeaway
03/08/2023,12:02 PM,Lasagna,Main Course,8,11.5,92,Credit Card,Dine-In
21/12/2023,08:23 PM,Lasagna,Main Course,5,11.5,57.5,Cash,Dine-In
18/11/2023,04:09 PM,Panna Cotta,Dessert,8,5.5,44,Mobile Payment,Dine-In
02/12/2023,09:57 AM,Panna Cotta,Dessert,5,5.5,27.5,Cash,Takeaway
12/02/2023,04:19 AM,Caprese Salad,Appetizer,2,8,16,Cash,Takeaway
08/03/2023,09:01 PM,Lasagna,Main Course,7,11.5,80.5,Cash,Dine-In
27/02/2023,08:36 PM,Spaghetti Carbonara,Main Course,6,12,72,Mobile Payment,Dine-In
03/12/2023,03:14 PM,Fettuccine Alfredo,Main Course,2,13,26,Cash,Delivery
30/04/2023,04:33 PM,Spaghetti Carbonara,Main Course,2,12,24,Credit Card,Takeaway
13/02/2023,04:57 AM,Panna Cotta,Dessert,6,5.5,33,Cash,Takeaway
15/07/2023,08:07 AM,Minestrone Soup,Appetizer,1,7,7,Credit Card,Delivery
25/06/2023,01:51 AM,Lasagna,Main Course,6,11.5,69,Credit Card,Dine-In
25/08/2023,01:36 PM,Minestrone Soup,Appetizer,6,7,42,Cash,Delivery
29/09/2023,07:58 AM,Gelato,Dessert,6,4.5,27,Cash,Takeaway
15/03/2023,06:06 PM,Gelato,Dessert,10,4.5,45,Cash,Takeaway
14/07/2023,11:09 PM,Fettuccine Alfredo,Main Course,2,13,26,Mobile Payment,Dine-In
19/02/2023,06:08 PM,Fettuccine Alfredo,Main Course,7,13,91,Mobile Payment,Delivery
19/05/2023,11:26 AM,Lasagna,Main Course,10,11.5,115,Credit Card,Takeaway
01/12/2023,07:56 PM,Gelato,Dessert,8,4.5,36,Mobile Payment,Delivery
03/05/2023,10:56 PM,Panna Cotta,Dessert,10,5.5,55,Mobile Payment,Takeaway
12/12/2023,11:33 PM,Spaghetti Carbonara,Main Course,8,12,96,Mobile Payment,Dine-In
10/12/2023,12:17 AM,Tiramisu,Dessert,1,6.5,6.5,Cash,Dine-In
25/09/2023,03:32 AM,Minestrone Soup,Appetizer,5,7,35,Credit Card,Delivery
25/05/2023,08:35 AM,Bruschetta,Appetizer,5,5,25,Credit Card,Delivery
17/02/2023,01:56 AM,Panna Cotta,Dessert,7,5.5,38.5,Mobile Payment,Delivery
03/03/2023,04:05 AM,Tiramisu,Dessert,1,6.5,6.5,Credit Card,Takeaway
02/12/2023,10:06 PM,Panna Cotta,Dessert,5,5.5,27.5,Credit Card,Delivery
04/04/2023,08:38 AM,Lasagna,Main Course,8,11.5,92,Mobile Payment,Dine-In
23/11/2023,03:28 PM,Lasagna,Main Course,4,11.5,46,Mobile Payment,Delivery
14/06/2023,08:47 AM,Spaghetti Carbonara,Main Course,5,12,60,Cash,Dine-In
14/07/2023,01:15 PM,Fettuccine Alfredo,Main Course,9,13,117,Cash,Takeaway
01/04/2023,03:02 PM,Tiramisu,Dessert,5,6.5,32.5,Credit Card,Delivery
20/07/2023,06:05 AM,Minestrone Soup,Appetizer,2,7,14,Credit Card,Delivery
08/08/2023,07:27 AM,Panna Cotta,Dessert,3,5.5,16.5,Cash,Delivery
12/05/2023,03:31 AM,Margherita Pizza,Main Course,9,10,90,Credit Card,Delivery
08/05/2023,03:13 PM,Margherita Pizza,Main Course,7,10,70,Credit Card,Delivery
23/11/2023,12:01 AM,Margherita Pizza,Main Course,8,10,80,Cash,Dine-In
24/12/2023,11:15 AM,Gelato,Dessert,5,4.5,22.5,Credit Card,Delivery
28/12/2023,04:44 PM,Minestrone Soup,Appetizer,8,7,56,Cash,Delivery
05/02/2023,06:26 PM,Bruschetta,Appetizer,5,5,25,Cash,Delivery
03/09/2023,04:08 AM,Panna Cotta,Dessert,1,5.5,5.5,Cash,Takeaway
15/12/2023,10:20 AM,Gelato,Dessert,6,4.5,27,Mobile Payment,Delivery
16/02/2023,12:28 PM,Caprese Salad,Appetizer,6,8,48,Credit Card,Takeaway
28/05/2023,10:06 PM,Bruschetta,Appetizer,4,5,20,Mobile Payment,Dine-In
15/07/2023,10:33 PM,Bruschetta,Appetizer,7,5,35,Mobile Payment,Takeaway
24/02/2023,09:31 PM,Fettuccine Alfredo,Main Course,9,13,117,Credit Card,Delivery
12/08/2023,06:28 AM,Spaghetti Carbonara,Main Course,4,12,48,Credit Card,Dine-In
30/10/2023,08:08 AM,Minestrone Soup,Appetizer,3,7,21,Credit Card,Delivery
25/11/2023,10:30 AM,Minestrone Soup,Appetizer,6,7,42,Cash,Dine-In
19/01/2023,11:34 AM,Margherita Pizza,Main Course,6,10,60,Mobile Payment,Dine-In
26/07/2023,04:02 AM,Bruschetta,Appetizer,8,5,40,Cash,Delivery
01/10/2023,05:05 AM,Panna Cotta,Dessert,8,5.5,44,Credit Card,Dine-In
13/03/2023,04:41 PM,Margherita Pizza,Main Course,10,10,100,Mobile Payment,Dine-In
04/05/2023,11:56 PM,Spaghetti Carbonara,Main Course,4,12,48,Credit Card,Delivery
26/01/2023,10:29 AM,Tiramisu,Dessert,10,6.5,65,Mobile Payment,Dine-In
29/10/2023,02:10 AM,Tiramisu,Dessert,4,6.5,26,Cash,Delivery
11/11/2023,07:31 AM,Tiramisu,Dessert,4,6.5,26,Cash,Takeaway
13/12/2023,01:43 PM,Fettuccine Alfredo,Main Course,8,13,104,Mobile Payment,Delivery
06/10/2023,04:41 AM,Fettuccine Alfredo,Main Course,8,13,104,Credit Card,Delivery
29/03/2023,11:27 AM,Tiramisu,Dessert,7,6.5,45.5,Cash,Dine-In
31/07/2023,05:44 AM,Fettuccine Alfredo,Main Course,9,13,117,Credit Card,Takeaway
04/05/2023,07:51 PM,Margherita Pizza,Main Course,5,10,50,Credit Card,Delivery
09/11/2023,12:50 PM,Spaghetti Carbonara,Main Course,2,12,24,Cash,Dine-In
04/01/2023,12:14 AM,Spaghetti Carbonara,Main Course,3,12,36,Mobile Payment,Delivery
30/10/2023,09:41 AM,Gelato,Dessert,6,4.5,27,Mobile Payment,Dine-In
15/04/2023,04:53 AM,Lasagna,Main Course,3,11.5,34.5,Cash,Takeaway
02/05/2023,05:57 AM,Panna Cotta,Dessert,9,5.5,49.5,Mobile Payment,Dine-In
12/09/2023,08:53 PM,Tiramisu,Dessert,3,6.5,19.5,Cash,Takeaway
03/01/2023,07:02 PM,Bruschetta,Appetizer,4,5,20,Credit Card,Delivery
18/02/2023,09:07 PM,Fettuccine Alfredo,Main Course,7,13,91,Mobile Payment,Dine-In
25/08/2023,09:22 PM,Bruschetta,Appetizer,7,5,35,Credit Card,Dine-In
27/02/2023,05:05 AM,Minestrone Soup,Appetizer,5,7,35,Credit Card,Dine-In
09/12/2023,01:28 AM,Margherita Pizza,Main Course,1,10,10,Cash,Dine-In
10/08/2023,08:34 AM,Fettuccine Alfredo,Main Course,2,13,26,Cash,Dine-In
23/02/2023,01:47 AM,Caprese Salad,Appetizer,8,8,64,Credit Card,Dine-In
05/09/2023,05:34 PM,Tiramisu,Dessert,8,6.5,52,Credit Card,Delivery
15/08/2023,08:13 PM,Panna Cotta,Dessert,3,5.5,16.5,Cash,Dine-In
12/12/2023,11:07 AM,Bruschetta,Appetizer,7,5,35,Cash,Dine-In
20/02/2023,08:05 AM,Gelato,Dessert,2,4.5,9,Cash,Dine-In
07/02/2023,04:04 PM,Panna Cotta,Dessert,9,5.5,49.5,Credit Card,Takeaway
15/03/2023,07:22 AM,Panna Cotta,Dessert,1,5.5,5.5,Credit Card,Takeaway
10/07/2023,04:39 AM,Minestrone Soup,Appetizer,2,7,14,Mobile Payment,Takeaway
18/05/2023,06:54 AM,Fettuccine Alfredo,Main Course,5,13,65,Credit Card,Delivery
18/10/2023,02:02 AM,Lasagna,Main Course,9,11.5,103.5,Credit Card,Takeaway
22/08/2023,02:16 PM,Spaghetti Carbonara,Main Course,9,12,108,Credit Card,Takeaway
05/11/2023,05:21 AM,Panna Cotta,Dessert,10,5.5,55,Mobile Payment,Delivery
27/04/2023,02:57 AM,Gelato,Dessert,9,4.5,40.5,Cash,Dine-In
29/10/2023,04:09 PM,Minestrone Soup,Appetizer,8,7,56,Credit Card,Delivery
07/08/2023,08:25 AM,Bruschetta,Appetizer,4,5,20,Cash,Delivery
23/04/2023,08:11 PM,Spaghetti Carbonara,Main Course,8,12,96,Credit Card,Takeaway
23/01/2023,01:22 AM,Minestrone Soup,Appetizer,3,7,21,Credit Card,Takeaway
28/09/2023,01:27 PM,Minestrone Soup,Appetizer,6,7,42,Cash,Takeaway
03/05/2023,02:50 AM,Caprese Salad,Appetizer,3,8,24,Mobile Payment,Delivery
27/07/2023,07:26 AM,Spaghetti Carbonara,Main Course,4,12,48,Cash,Dine-In
27/11/2023,03:05 AM,Margherita Pizza,Main Course,6,10,60,Mobile Payment,Takeaway
23/03/2023,12:00 AM,Minestrone Soup,Appetizer,1,7,7,Mobile Payment,Delivery
13/01/2023,03:31 PM,Minestrone Soup,Appetizer,3,7,21,Mobile Payment,Takeaway
04/04/2023,12:38 PM,Minestrone Soup,Appetizer,1,7,7,Mobile Payment,Dine-In
16/07/2023,11:34 PM,Fettuccine Alfredo,Main Course,2,13,26,Credit Card,Takeaway
06/08/2023,09:12 AM,Panna Cotta,Dessert,1,5.5,5.5,Mobile Payment,Dine-In
16/12/2023,02:45 AM,Panna Cotta,Dessert,6,5.5,33,Mobile Payment,Dine-In
20/09/2023,11:01 PM,Fettuccine Alfredo,Main Course,8,13,104,Credit Card,Takeaway
06/07/2023,03:53 PM,Panna Cotta,Dessert,4,5.5,22,Cash,Takeaway
30/03/2023,10:07 PM,Caprese Salad,Appetizer,3,8,24,Mobile Payment,Delivery
14/04/2023,04:43 AM,Fettuccine Alfredo,Main Course,8,13,104,Mobile Payment,Dine-In
28/11/2023,04:19 PM,Panna Cotta,Dessert,10,5.5,55,Mobile Payment,Dine-In
13/06/2023,12:02 PM,Lasagna,Main Course,4,11.5,46,Mobile Payment,Takeaway
21/05/2023,01:51 AM,Tiramisu,Dessert,5,6.5,32.5,Cash,Takeaway
05/09/2023,05:06 PM,Caprese Salad,Appetizer,1,8,8,Cash,Delivery
29/09/2023,11:09 PM,Caprese Salad,Appetizer,6,8,48,Cash,Delivery
07/07/2023,10:58 PM,Tiramisu,Dessert,2,6.5,13,Cash,Dine-In
11/02/2023,01:20 PM,Spaghetti Carbonara,Main Course,10,12,120,Credit Card,Dine-In
25/03/2023,09:25 AM,Tiramisu,Dessert,2,6.5,13,Cash,Dine-In
14/04/2023,05:46 PM,Margherita Pizza,Main Course,9,10,90,Cash,Delivery
04/10/2023,04:30 AM,Minestrone Soup,Appetizer,1,7,7,Cash,Takeaway
26/11/2023,12:43 AM,Lasagna,Main Course,1,11.5,11.5,Credit Card,Dine-In
28/04/2023,05:44 PM,Fettuccine Alfredo,Main Course,9,13,117,Mobile Payment,Takeaway
01/12/2023,10:03 PM,Fettuccine Alfredo,Main Course,7,13,91,Mobile Payment,Delivery
22/12/2023,06:05 PM,Caprese Salad,Appetizer,6,8,48,Cash,Takeaway
17/10/2023,04:30 AM,Lasagna,Main Course,6,11.5,69,Cash,Dine-In
04/09/2023,12:41 PM,Lasagna,Main Course,6,11.5,69,Credit Card,Takeaway
25/05/2023,03:33 PM,Spaghetti Carbonara,Main Course,9,12,108,Credit Card,Delivery
01/10/2023,09:44 AM,Spaghetti Carbonara,Main Course,6,12,72,Mobile Payment,Delivery
07/12/2023,05:14 AM,Spaghetti Carbonara,Main Course,6,12,72,Credit Card,Dine-In
11/06/2023,07:36 PM,Spaghetti Carbonara,Main Course,5,12,60,Cash,Takeaway
04/04/2023,07:00 AM,Caprese Salad,Appetizer,3,8,24,Mobile Payment,Takeaway
25/06/2023,05:02 AM,Fettuccine Alfredo,Main Course,6,13,78,Mobile Payment,Dine-In
30/09/2023,10:17 AM,Tiramisu,Dessert,2,6.5,13,Cash,Takeaway
15/03/2023,03:38 PM,Fettuccine Alfredo,Main Course,8,13,104,Credit Card,Delivery
06/10/2023,05:19 PM,Fettuccine Alfredo,Main Course,10,13,130,Cash,Takeaway
20/10/2023,10:45 PM,Spaghetti Carbonara,Main Course,4,12,48,Mobile Payment,Takeaway
22/06/2023,11:31 PM,Tiramisu,Dessert,2,6.5,13,Credit Card,Dine-In
13/12/2023,06:48 PM,Tiramisu,Dessert,1,6.5,6.5,Credit Card,Takeaway
12/11/2023,07:31 AM,Minestrone Soup,Appetizer,10,7,70,Credit Card,Takeaway
29/01/2023,08:45 PM,Bruschetta,Appetizer,8,5,40,Mobile Payment,Dine-In
22/05/2023,06:40 AM,Margherita Pizza,Main Course,8,10,80,Mobile Payment,Takeaway
12/12/2023,10:55 PM,Tiramisu,Dessert,10,6.5,65,Cash,Dine-In
08/09/2023,10:50 AM,Panna Cotta,Dessert,8,5.5,44,Mobile Payment,Dine-In
07/12/2023,12:19 PM,Gelato,Dessert,7,4.5,31.5,Mobile Payment,Takeaway
08/07/2023,01:10 PM,Fettuccine Alfredo,Main Course,2,13,26,Cash,Takeaway
28/06/2023,10:30 AM,Minestrone Soup,Appetizer,6,7,42,Credit Card,Dine-In
15/08/2023,02:11 PM,Minestrone Soup,Appetizer,7,7,49,Credit Card,Delivery
05/08/2023,02:08 PM,Spaghetti Carbonara,Main Course,2,12,24,Mobile Payment,Dine-In
14/03/2023,07:05 AM,Lasagna,Main Course,3,11.5,34.5,Mobile Payment,Takeaway
03/02/2023,08:09 PM,Gelato,Dessert,4,4.5,18,Credit Card,Takeaway
23/11/2023,09:19 AM,Gelato,Dessert,8,4.5,36,Mobile Payment,Takeaway
29/12/2023,07:23 PM,Spaghetti Carbonara,Main Course,4,12,48,Credit Card,Takeaway
28/05/2023,06:54 PM,Minestrone Soup,Appetizer,2,7,14,Cash,Delivery
04/06/2023,04:51 PM,Caprese Salad,Appetizer,1,8,8,Credit Card,Dine-In
02/01/2023,05:15 AM,Lasagna,Main Course,10,11.5,115,Mobile Payment,Delivery
29/08/2023,04:14 AM,Lasagna,Main Course,4,11.5,46,Credit Card,Takeaway
18/12/2023,10:00 PM,Bruschetta,Appetizer,1,5,5,Credit Card,Takeaway
09/09/2023,02:16 AM,Panna Cotta,Dessert,1,5.5,5.5,Mobile Payment,Takeaway
16/10/2023,02:53 PM,Lasagna,Main Course,6,11.5,69,Mobile Payment,Dine-In
10/07/2023,05:29 PM,Panna Cotta,Dessert,4,5.5,22,Cash,Dine-In
24/10/2023,01:59 AM,Spaghetti Carbonara,Main Course,10,12,120,Cash,Delivery
10/03/2023,12:11 PM,Spaghetti Carbonara,Main Course,6,12,72,Cash,Takeaway
02/08/2023,09:43 PM,Fettuccine Alfredo,Main Course,3,13,39,Cash,Takeaway
28/09/2023,09:48 PM,Tiramisu,Dessert,3,6.5,19.5,Credit Card,Delivery
03/04/2023,03:13 AM,Panna Cotta,Dessert,6,5.5,33,Mobile Payment,Takeaway
10/06/2023,11:22 PM,Lasagna,Main Course,8,11.5,92,Mobile Payment,Delivery
18/12/2023,12:22 PM,Tiramisu,Dessert,10,6.5,65,Mobile Payment,Takeaway
14/03/2023,12:26 AM,Spaghetti Carbonara,Main Course,3,12,36,Cash,Takeaway
05/09/2023,02:03 PM,Fettuccine Alfredo,Main Course,4,13,52,Credit Card,Dine-In
20/03/2023,05:10 PM,Bruschetta,Appetizer,6,5,30,Mobile Payment,Delivery
19/12/2023,05:56 PM,Caprese Salad,Appetizer,8,8,64,Mobile Payment,Dine-In
01/08/2023,03:43 PM,Tiramisu,Dessert,2,6.5,13,Credit Card,Dine-In
02/09/2023,11:53 AM,Lasagna,Main Course,10,11.5,115,Credit Card,Takeaway
01/11/2023,05:51 PM,Fettuccine Alfredo,Main Course,4,13,52,Mobile Payment,Takeaway
15/01/2023,04:02 AM,Bruschetta,Appetizer,4,5,20,Mobile Payment,Dine-In
18/12/2023,07:44 AM,Lasagna,Main Course,3,11.5,34.5,Credit Card,Dine-In
10/02/2023,02:30 PM,Tiramisu,Dessert,10,6.5,65,Credit Card,Takeaway
08/08/2023,01:27 AM,Bruschetta,Appetizer,9,5,45,Credit Card,Delivery
19/09/2023,08:14 PM,Margherita Pizza,Main Course,3,10,30,Credit Card,Takeaway
23/01/2023,02:15 AM,Lasagna,Main Course,4,11.5,46,Credit Card,Dine-In
04/11/2023,07:00 AM,Panna Cotta,Dessert,7,5.5,38.5,Credit Card,Delivery
28/06/2023,12:59 AM,Tiramisu,Dessert,9,6.5,58.5,Mobile Payment,Takeaway
23/10/2023,11:52 AM,Fettuccine Alfredo,Main Course,10,13,130,Mobile Payment,Delivery
09/11/2023,08:15 AM,Caprese Salad,Appetizer,8,8,64,Credit Card,Dine-In
23/10/2023,12:28 AM,Caprese Salad,Appetizer,6,8,48,Mobile Payment,Dine-In
24/05/2023,05:51 AM,Caprese Salad,Appetizer,4,8,32,Mobile Payment,Dine-In
19/04/2023,05:12 PM,Minestrone Soup,Appetizer,1,7,7,Mobile Payment,Delivery
04/04/2023,03:00 PM,Tiramisu,Dessert,5,6.5,32.5,Cash,Takeaway
05/08/2023,07:18 AM,Caprese Salad,Appetizer,1,8,8,Cash,Dine-In
09/06/2023,04:13 AM,Minestrone Soup,Appetizer,3,7,21,Mobile Payment,Dine-In
10/09/2023,12:19 PM,Lasagna,Main Course,7,11.5,80.5,Mobile Payment,Dine-In
12/02/2023,11:11 AM,Minestrone Soup,Appetizer,8,7,56,Cash,Takeaway
21/08/2023,08:29 PM,Lasagna,Main Course,5,11.5,57.5,Credit Card,Delivery
27/07/2023,09:55 AM,Gelato,Dessert,4,4.5,18,Credit Card,Takeaway
13/12/2023,12:32 PM,Spaghetti Carbonara,Main Course,10,12,120,Mobile Payment,Takeaway
10/12/2023,03:35 AM,Gelato,Dessert,4,4.5,18,Mobile Payment,Delivery
12/12/2023,02:54 AM,Tiramisu,Dessert,9,6.5,58.5,Cash,Takeaway
21/12/2023,08:09 PM,Tiramisu,Dessert,5,6.5,32.5,Credit Card,Takeaway
11/04/2023,11:33 AM,Bruschetta,Appetizer,10,5,50,Cash,Dine-In
29/04/2023,02:29 PM,Minestrone Soup,Appetizer,6,7,42,Mobile Payment,Delivery
30/10/2023,09:19 AM,Gelato,Dessert,1,4.5,4.5,Cash,Delivery
04/11/2023,01:48 PM,Minestrone Soup,Appetizer,8,7,56,Cash,Dine-In
20/08/2023,03:41 AM,Tiramisu,Dessert,8,6.5,52,Cash,Takeaway
28/04/2023,09:26 PM,Spaghetti Carbonara,Main Course,3,12,36,Credit Card,Delivery
28/01/2023,02:19 AM,Minestrone Soup,Appetizer,4,7,28,Credit Card,Takeaway
05/11/2023,11:11 PM,Fettuccine Alfredo,Main Course,5,13,65,Cash,Delivery
15/11/2023,03:17 AM,Tiramisu,Dessert,8,6.5,52,Cash,Takeaway
13/04/2023,10:01 AM,Minestrone Soup,Appetizer,3,7,21,Mobile Payment,Takeaway
04/10/2023,11:43 AM,Caprese Salad,Appetizer,3,8,24,Credit Card,Dine-In
08/08/2023,04:03 AM,Gelato,Dessert,2,4.5,9,Cash,Takeaway
14/08/2023,03:41 PM,Margherita Pizza,Main Course,5,10,50,Credit Card,Delivery
03/12/2023,10:20 AM,Spaghetti Carbonara,Main Course,7,12,84,Cash,Dine-In
08/06/2023,01:16 PM,Minestrone Soup,Appetizer,2,7,14,Mobile Payment,Delivery
08/09/2023,10:31 PM,Caprese Salad,Appetizer,6,8,48,Mobile Payment,Takeaway
31/08/2023,07:11 PM,Spaghetti Carbonara,Main Course,10,12,120,Credit Card,Takeaway
14/05/2023,04:53 PM,Panna Cotta,Dessert,5,5.5,27.5,Mobile Payment,Delivery
29/06/2023,09:42 AM,Fettuccine Alfredo,Main Course,9,13,117,Credit Card,Delivery
24/01/2023,04:22 AM,Fettuccine Alfredo,Main Course,9,13,117,Mobile Payment,Delivery
14/01/2023,09:20 PM,Fettuccine Alfredo,Main Course,2,13,26,Credit Card,Takeaway
25/06/2023,12:11 PM,Gelato,Dessert,9,4.5,40.5,Credit Card,Delivery
05/05/2023,08:27 AM,Bruschetta,Appetizer,6,5,30,Mobile Payment,Dine-In
18/12/2023,02:14 AM,Lasagna,Main Course,3,11.5,34.5,Cash,Dine-In
